Cohort ID	Likelihood Weights	Mortality Prob
69	8.01969457944e-16	0.1673110081
70	0.00544723161031	0.230680383058
71	4.70261825998e-156	0.0774949408292
72	6.22609438297e-140	0.0778552694502
73	0.00696414432633	0.211478257742
74	1.94056608627e-42	0.129535367397
75	9.72462492391e-133	0.0830708394234
76	4.15433432816e-05	0.235501716079
77	1.14787622757e-54	0.119553171949
78	0.000742368970282	0.200162420627
79	0.000207159934206	0.19519959707
80	0.00121884997774	0.226661218241
81	6.32715149755e-15	0.174734441411
82	0.00791934743329	0.200188486805
83	9.23447105017e-60	0.119779668396
84	1.52203095138e-75	0.103985578353
85	0.00450321269903	0.229177243639
86	5.51093436797e-35	0.135618237974
87	1.76309780638e-07	0.24296800943
88	6.29285957845e-08	0.182688299564
89	1.56239725353e-08	0.174339144042
90	4.1749971922e-149	0.0729491945907
91	0.00166094139921	0.239897851741
92	2.25232913637e-24	0.139982426696
93	2.84526394444e-14	0.165677922877
94	7.06555742685e-53	0.131627360552
95	7.09674352272e-102	0.0974053960486
96	0.00839521283395	0.230675904112
97	1.82645209499e-17	0.164735897334
98	1.96244227478e-232	0.0505740654062
99	4.47230225059e-08	0.173428982724
100	1.19471982731e-62	0.115328980354
101	7.73129118778e-22	0.155411620452
102	0.00286836851801	0.227188419862
103	3.39699183639e-61	0.121453952
104	0.000731739087922	0.231707030184
105	1.21824390687e-11	0.174672023158
106	6.39521040972e-224	0.0531642485693
107	1.76309780638e-07	0.235887446749
108	0.00209186068351	0.188179383503
109	5.4270418554e-08	0.24946457009
110	2.04065798007e-118	0.0844681016691
111	2.04065798007e-118	0.0774271499258
112	7.65570960112e-07	0.236519092607
113	1.48983215664e-06	0.189363632298
114	4.38099566467e-165	0.0632000345444
115	0.00599827855789	0.20109261052
116	0.00696414432633	0.200775237692
117	0.000275964466244	0.234604907109
118	0.00791934743329	0.192304951726
119	3.01549432325e-163	0.0748541923944
120	2.99299049991e-241	0.053976026768
121	2.96394529476e-212	0.0552421973755
122	1.55166933987e-242	0.0556612976042
123	1.57043726949e-106	0.0992422135206
124	0.00450321269903	0.222005589737
125	1.70217389031e-20	0.157766212868
126	5.11347649753e-13	0.160564395737
127	0.00693894005041	0.218406178472
128	9.72462492391e-133	0.074834663024
129	8.03753511707e-83	0.105836735802
130	3.19425656341e-13	0.167151854292
131	8.8741182745e-05	0.243919149664
132	2.04326177308e-12	0.162206043851
133	1.55166933987e-242	0.0537294578746
134	0.0109731394406	0.210126534536
135	6.38114718927e-100	0.0965948547682
136	0.00744577239702	0.211421039124
137	5.4820567373e-39	0.127572128813
138	0.00060969053529	0.222708370912
139	0.000252239262483	0.199424328547
140	2.2722973218e-15	0.161248046798
141	1.05970144384e-136	0.0772910451321
142	1.85426762116e-176	0.0619835379024
143	4.17151960599e-135	0.0742686911481
144	5.67696811961e-199	0.058910375709
145	6.13201179505e-167	0.0714988258212
146	3.31033488398e-107	0.0951418677216
147	0.00030564839851	0.192597796077
148	5.03331101119e-12	0.161943396411
149	5.686740373e-240	0.0525111960318
150	2.22344793101e-181	0.0643948559379
151	1.68023628011e-09	0.243455266
152	7.73129118778e-22	0.163620092384
153	1.24150400665e-98	0.0906586469322
154	2.13043633312e-83	0.100465148914
155	0.000873636729184	0.198765170815
156	3.99321765273e-114	0.0890858962219
157	6.76844977412e-11	0.166271785455
158	3.72763364438e-07	0.244003997818
159	0.00220910521642	0.219365760298
160	1.01733592234e-96	0.0979695518295
161	1.11129114304e-27	0.148753942854
162	2.22320082675e-05	0.173991143676
163	0.0107286985753	0.21579617991
164	3.42661144191e-103	0.0813582789292
165	2.31923333239e-220	0.0537152404355
166	2.57006007639e-203	0.0640044287438
167	2.25232913637e-24	0.147269022187
168	2.33810110508e-10	0.171265892331
169	3.79999212455e-15	0.163770287417
170	3.87521336541e-63	0.113472481864
171	5.3613637298e-07	0.247723230882
172	9.48151608035e-17	0.165949043849
173	1.72610094844e-56	0.126028234525
174	1.62753015732e-16	0.160189643824
175	0.000368577487834	0.199066886181
176	6.0496495773e-07	0.183846578691
177	9.68619057887e-78	0.102983911533
178	4.73892555894e-200	0.0632669668857
179	3.0492016872e-38	0.124016839583
180	1.14726196654e-09	0.175943501404
181	7.82517440022e-115	0.092034801983
182	1.03777215752e-05	0.200551110748
183	1.59927507819e-190	0.0633072962708
184	4.17327543431e-81	0.102063019716
185	0.00450321269903	0.210950912749
186	1.2545833272e-129	0.0886868565247
187	4.43884820074e-07	0.177892176176
188	3.11822572049e-20	0.154934061825
189	7.60018842987e-06	0.23496159408
190	2.13043633312e-83	0.102659354097
191	4.05333371746e-211	0.0631922181368
192	0.00377438031234	0.197013192658
193	0.00599827855789	0.204435605909
194	0.000731739087922	0.231563170501
195	3.72763364438e-07	0.236394413839
196	9.23696249952e-256	0.0527903145951
197	6.38114718927e-100	0.0968724172243
198	4.43793561839e-11	0.1733556714
199	0.000504834939773	0.239803264138
200	6.93606477787e-05	0.240035223849
201	2.04326177308e-12	0.161330637639
202	0.000504834939773	0.233121269953
203	1.09049844018e-08	0.178313241789
204	6.19432782638e-34	0.128001542828
205	1.27109080773e-28	0.147198133419
206	1.98664613078e-13	0.170862096584
207	1.86778150555e-19	0.159909584302
208	8.09763323275e-08	0.235236285341
209	0.00166094139921	0.233746687127
210	5.51093436797e-35	0.128975122585
211	2.13556599547e-06	0.242652505688
212	5.095771833e-112	0.0847911333361
213	1.01478329061e-145	0.0752659038879
214	2.02324546907e-153	0.0770158316093
215	3.77836743978e-26	0.151132433135
216	3.36629477872e-231	0.0543049610548
217	0.000112796393222	0.239594042244
218	0.00839521283395	0.215423094234
219	1.56145801564e-227	0.0530037961484
220	7.82517440022e-115	0.085239251115
221	1.02650510723e-60	0.116412714873
222	1.43907005944e-141	0.0761993689622
223	0.0102665508455	0.211898138425
224	1.14787622757e-54	0.118947330537
225	8.8741182745e-05	0.238021496467
226	3.36280194839e-19	0.166402835989
227	0.00014244205235	0.225766396882
228	5.3613637298e-07	0.218946889078
229	0.00252478886403	0.231078463742
230	1.23997687946e-34	0.141976053163
231	6.0282904051e-19	0.159269363204
232	0.00839521283395	0.20972071823
233	3.95571071361e-67	0.107143770347
234	2.97489763467e-25	0.148050704524
235	4.43793561839e-11	0.169822061529
236	3.56755731402e-236	0.0531066551102
237	1.98664613078e-13	0.168696281639
238	6.9416111774e-41	0.136735269798
239	0.00884477191183	0.211472105777
240	4.04899448372e-55	0.113048960619
241	0.000731739087922	0.228577741705
242	3.60915678009e-09	0.165571443057
243	1.07771164291e-117	0.0868020403255
244	0.00996282340542	0.207585846765
245	3.50319238445e-10	0.172406235409
246	6.39521040972e-224	0.0607818544148
247	1.0740924452e-35	0.134038736
248	0.00030564839851	0.185813767313
249	7.65570960112e-07	0.233720355596
250	9.23696249952e-256	0.0500804049783
251	1.02598435166e-05	0.245351829806
252	4.02815112692e-51	0.125316062949
253	6.15814335113e-12	0.244756707672
254	1.88278862173e-11	0.170943220195
255	0.00961680341031	0.215769161596
256	1.62753015732e-16	0.164942300942
257	1.88278862173e-11	0.175615239661
258	7.4022000431e-106	0.107115256339
259	3.21398751172e-12	0.167366668131
260	0.00418330562263	0.200004352741
261	0.00965317277479	0.221662767286
262	0.000368577487834	0.201016437694
263	8.98267830356e-05	0.189611449689
264	0.00252478886403	0.222895886011
265	2.74920283619e-59	0.114536199367
266	3.21398751172e-12	0.184157758158
267	5.51093436797e-35	0.140174787283
268	1.50388123375e-48	0.126420550406
269	4.03980585599e-40	0.132162269984
270	5.51093436797e-35	0.130295916694
271	1.22743960063e-76	0.113476789192
272	7.577107631e-09	0.174383873584
273	4.71022859476e-36	0.136049454164
274	1.48413097545e-10	0.244760415585
275	3.60867308306e-05	0.185560178287
276	6.55904124353e-87	0.0897139776854
277	4.71022859476e-36	0.13534020187
278	2.72695331723e-47	0.118669247955
279	0.00506086585393	0.209527760792
280	2.42289945589e-05	0.225999657713
281	0.00496722647506	0.230768391165
282	2.83914528782e-05	0.182543962475
283	9.68619057887e-78	0.104041652406
284	3.32508377651e-94	0.100473340301
285	0.00166094139921	0.220979588539
286	1.62753015732e-16	0.155542929262
287	0.00839521283395	0.210432216801
288	5.03331101119e-12	0.164497703438
289	0.000137727333852	0.196628505058
290	5.96125537416e-18	0.153802325493
291	0.0102665508455	0.2041767821
292	4.65553475263e-14	0.163771598141
293	9.34110405996e-27	0.143141975718
294	1.2896889035e-65	0.118537781591
295	7.15302184129e-168	0.0636418696833
296	4.02815112692e-51	0.125584835866
297	7.89696144291e-158	0.0659252155397
298	1.06878087704e-11	0.246563422746
299	1.66940028353e-137	0.0863225702662
300	0.00286836851801	0.212371739544
301	0.00792357719515	0.224992328991
302	2.22320082675e-05	0.187682650477
303	1.73132755511e-14	0.163898882549
304	1.59221970052e-133	0.0821942873631
305	1.15203853232e-24	0.143376004553
306	7.06555742685e-53	0.119034410231
307	5.79808600242e-93	0.0950079915628
308	4.43793561839e-11	0.168502373753
309	2.74920283619e-59	0.11245396754
310	1.02598435166e-05	0.233261110694
311	0.00544723161031	0.23192710499
312	6.63510303962e-90	0.101423658756
313	1.47389948845e-173	0.0721782601488
314	7.82517440022e-115	0.0885925464038
315	2.26941686644e-27	0.149916834136
316	0.00599827855789	0.195717133595
317	6.38114718927e-100	0.0916388876818
318	2.39959307895e-92	0.0996067116754
319	0.0107548533136	0.220334374987
320	5.4820567373e-39	0.133169743654
321	1.04891613311e-14	0.173337013431
322	2.82336802995e-99	0.0967332278479
323	1.20395710976e-171	0.0703934518852
324	5.00668559382e-21	0.153171403394
325	2.1775692068e-22	0.14542819741
326	1.43653834646e-126	0.0805343288186
327	1.55357587674e-10	0.174361246348
328	1.02771744813e-10	0.158802023763
329	2.22843457208e-08	0.180827469394
330	1.05970144384e-136	0.0789091080249
331	0.000368577487834	0.200305563427
332	1.86160896241e-95	0.09440982796
333	3.15081788978e-23	0.153870364873
334	0.00237774791523	0.207059205644
335	1.61093282285e-205	0.0544660855984
336	7.95044558535e-50	0.114872491945
337	0.00792357719515	0.22458447528
338	0.000528217066633	0.21894192152
339	1.86778150555e-19	0.157688118519
340	0.0100004213332	0.223321654833
341	5.38571928566e-05	0.239961198271
342	0.000873636729184	0.215281399526
343	0.00496722647506	0.220823088767
344	4.38099566467e-165	0.0697486803641
345	1.10832553509e-06	0.180260866468
346	7.20257517011e-05	0.190703397631
347	4.47230225059e-08	0.172048162529
348	0.00138237005084	0.209923052347
349	1.06445154895e-238	0.0569142439743
350	0.00506086585393	0.204047746911
351	3.60867308306e-05	0.196345720148
352	4.03751772057e-91	0.10193967866
353	8.03753511707e-83	0.101413859764
354	1.56239725353e-08	0.176460663486
355	2.05573552845e-57	0.119059492318
356	0.00302614157782	0.209317735601
357	9.09284471229e-54	0.139229246401
358	0.0102665508455	0.206549882957
359	1.56166338081e-08	0.248094356725
360	3.08649232812e-60	0.110049667907
361	2.11708800834e-130	0.0786011656516
362	0.00060969053529	0.23026168727
363	3.79999212455e-15	0.158311875777
364	5.4270418554e-08	0.244948074171
365	3.60915678009e-09	0.17732088
366	1.68023628011e-09	0.248782604922
367	1.04571924071e-17	0.159214160829
368	1.14817114153e-22	0.155285186781
369	2.02324546907e-153	0.0770855806144
370	1.42133414154e-55	0.121141034197
371	2.99299049991e-241	0.0552437134593
372	2.94414688924e-116	0.0820790359039
373	0.00237774791523	0.199127438541
374	1.56145801564e-227	0.0560799379858
375	2.00108603017e-44	0.123308619449
376	0.0107548533136	0.222469250568
377	4.47230225059e-08	0.188535543501
378	8.81444653496e-08	0.188188428413
379	5.65233497257e-117	0.0877273601911
380	3.19691031243e-32	0.13838085615
381	3.79999212455e-15	0.166315481469
382	5.59140241655e-06	0.247950341533
383	2.94414688924e-116	0.0907812450466
384	6.55904124353e-87	0.0995465803525
385	4.23058042756e-88	0.102434616755
386	0.00506086585393	0.20003448266
387	2.30877229212e-39	0.141395065487
388	2.04693943831e-204	0.0613858876822
389	5.86697158066e-25	0.151703248122
390	3.42661144191e-103	0.0923920329287
391	0.0102665508455	0.209720848952
392	2.56040375234e-86	0.109466276301
393	1.59927507819e-190	0.0555212023909
394	1.02771744813e-10	0.168686489893
395	0.010897957307	0.218768085786
396	1.21688155676e-45	0.126203224812
397	0.000873636729184	0.199971662145
398	1.86778150555e-19	0.152228295659
399	2.2722973218e-15	0.158190360992
400	2.42289945589e-05	0.241886864212
401	0.00884477191183	0.2107921783
402	1.07440224258e-215	0.0564646133247
403	0.00102307129569	0.191877450246
404	1.39768855727e-29	0.143000296313
405	6.93606477787e-05	0.239509788279
406	4.36510895872e-96	0.0942865468647
407	6.93271371568e-108	0.103414403937
408	2.96841022504e-148	0.0662947929755
409	2.00108603017e-44	0.135723765733
410	3.54588636438e-131	0.0718037528038
411	7.76007605186e-10	0.176757352122
412	0.00237774791523	0.210592647475
413	0.00209186068351	0.189360099224
414	0.000442310636376	0.203242276215
415	2.12835974549e-49	0.118490823969
416	0.0110077693109	0.219170296606
417	1.46564406008e-32	0.135753755
418	0.00792357719515	0.214801974082
419	3.60915678009e-09	0.175299231725
420	1.6073091621e-160	0.078684609734
421	1.9647320112e-187	0.065677379971
422	9.61653643863e-248	0.0536665285826
423	4.38099566467e-165	0.0633449995279
424	2.77759677662e-34	0.141716762742
425	2.46740727105e-162	0.0726683845535
426	1.07440224258e-215	0.0555566697697
427	0.00418330562263	0.200972296278
428	1.17127130675e-41	0.128970096092
429	0.000169319331207	0.199387699122
430	3.19691031243e-32	0.140480965349
431	1.46564406008e-32	0.1400173494
432	1.47737843489e-30	0.145614501344
433	1.50099554206e-31	0.144800785312
434	0.00837913285845	0.210632668423
435	3.08649232812e-60	0.130478503972
436	0.000222793546759	0.230937232069
437	1.97267909747e-246	0.0574122095908
438	0.0092337394168	0.204774868544
439	8.26529275652e-169	0.0751282762275
440	2.35713905088e-07	0.173702713382
441	2.17982924233e-250	0.052072852267
442	9.25162903424e-21	0.157725456515
443	4.61487174058e-249	0.0506035913239
444	2.42289945589e-05	0.240238757098
445	1.02598435166e-05	0.231080406741
446	0.00881923849463	0.209193388388
447	0.000222793546759	0.233054863983
448	6.12098691237e-157	0.0791116462317
449	6.22609438297e-140	0.0815460139741
450	7.37942015929e-129	0.0875263345805
451	1.09049844018e-08	0.17449918046
452	0.00014244205235	0.231161899202
453	6.5523757144e-09	0.247991035672
454	1.34409992528e-05	0.192224491753
455	0.000252239262483	0.196360081828
456	0.00103457867204	0.231858640909
457	1.6784049714e-40	0.130174746474
458	4.36510895872e-96	0.099970136045
459	1.43653834646e-126	0.0846860341574
460	1.01478329061e-145	0.0738914100667
461	0.000178718341175	0.212522117607
462	4.4722747826e-122	0.0793584746834
463	1.1249135237e-81	0.102859496545
464	0.0107548533136	0.213817835727
465	2.90410656098e-71	0.112117450359
466	2.57300181566e-07	0.246483489859
467	4.33397257331e-76	0.10332774043
468	5.00668559382e-21	0.156730668994
469	7.50114338361e-73	0.112893402237
470	6.93606477787e-05	0.232154566235
471	1.95544919971e-52	0.12331132877
472	3.15681118433e-43	0.136718465455
473	6.02777763526e-23	0.152458538456
474	4.0851938712e-06	0.237777295474
475	7.30286385618e-209	0.0561898012542
476	0.00377438031234	0.193375732726
477	1.83180646139e-05	0.228203790858
478	6.39521040972e-224	0.0554574447035
479	6.02777763526e-23	0.154410249451
480	3.10882963565e-45	0.115197962354
481	0.00323935057269	0.221897864173
482	1.82645209499e-17	0.161703310185
483	3.51972417958e-06	0.188045573633
484	2.97489763467e-25	0.14057069999
485	1.70595214688e-07	0.175661807504
486	3.5335176867e-69	0.108019370337
487	6.39521040972e-224	0.0518697155933
488	3.79999212455e-15	0.165351186997
489	3.5335176867e-69	0.112288842826
490	2.78159108607e-16	0.1534535197
491	1.52786768751e-06	0.233281170611
492	3.86708525825e-37	0.1352949577
493	1.39265268289e-93	0.0994792073205
494	5.9714215883e-57	0.124258752256
495	1.76309780638e-07	0.236372223327
496	3.61008178843e-08	0.237373676262
497	0.00926608163062	0.218865989713
498	0.000339652724692	0.234041302861
499	3.19930140183e-101	0.0955800579903
500	6.13201179505e-167	0.0674964419107
501	4.36510895872e-96	0.0954619472569
502	9.68619057887e-78	0.112875323223
503	2.44624519001e-121	0.0849531752713
504	3.79999212455e-15	0.171418832394
505	3.03990841816e-33	0.132717283
506	0.0107286985753	0.213270302365
507	2.61830240553e-124	0.0870260796538
508	1.70595214688e-07	0.190375305951
509	3.83515847664e-85	0.0980711249698
510	2.47420104404e-09	0.164843817768
511	1.83867658161e-46	0.119797519444
512	5.47445024546e-210	0.0613928798966
513	2.39959307895e-92	0.0957627341921
514	1.70595214688e-07	0.182820511071
515	6.11633539038e-29	0.149450018672
516	2.84526394444e-14	0.153803196815
517	1.44245718087e-108	0.0849440300218
518	2.33810110508e-10	0.164143170309
519	1.52786768751e-06	0.249350685042
520	0.0105554324798	0.213367021758
521	6.76844977412e-11	0.168874524766
522	3.61008178843e-08	0.245197813666
523	1.02598435166e-05	0.230312516934
524	6.0282904051e-19	0.169121586721
525	1.61093282285e-205	0.0564852650629
526	4.38099566467e-165	0.0687154191635
527	1.32015545097e-192	0.0630743430084
528	5.51093436797e-35	0.140346629738
529	1.50388123375e-48	0.125086966634
530	2.38341048757e-08	0.245070006854
531	1.2545833272e-129	0.0835966586399
532	3.72763364438e-07	0.244557518387
533	0.00837913285845	0.203494973773
534	0.0036366862133	0.214847567925
535	1.55357587674e-10	0.176523163356
536	0.000137727333852	0.183746554041
537	5.86697158066e-25	0.145376466704
538	1.97267909747e-246	0.0526272713846
539	1.11856197454e-61	0.120601217108
540	7.73129118778e-22	0.148414360299
541	0.000442310636376	0.196018242218
542	2.05636722332e-36	0.143725668549
543	2.43838342532e-35	0.141480983218
544	5.8227801454e-150	0.0775325481891
545	4.0227394214e-257	0.0521777467607
546	0.00552385408014	0.201655652095
547	1.19471982731e-62	0.113990567616
548	2.66548253733e-09	0.246876690039
549	6.38114718927e-100	0.0940468452318
550	2.9558774254e-50	0.117741605096
551	5.00668559382e-21	0.154779227133
552	0.00183116435173	0.200978291412
553	9.34110405996e-27	0.14277155678
554	1.43907005944e-141	0.0749645086223
555	9.72131791707e-71	0.112500275698
556	1.14817114153e-22	0.15090383394
557	6.29285957845e-08	0.184769801603
558	0.0110077693109	0.204029991262
559	4.17151960599e-135	0.0760671561909
560	6.72263337842e-198	0.0545830262645
561	3.03990841816e-33	0.153816464442
562	0.0100004213332	0.211997742132
563	1.22323120476e-262	0.052520753406
564	3.24205822097e-07	0.184493968931
565	6.10031335871e-06	0.187361645331
566	3.23094791891e-31	0.139849350717
567	0.000872776821445	0.232957737348
568	1.99344111037e-06	0.178872216951
569	7.25668481739e-260	0.0510479675303
570	3.13838539966e-30	0.146885689103
571	0.00220910521642	0.22186356122
572	0.0109731394406	0.216079914007
573	7.577107631e-09	0.179830839422
574	1.73270735028e-05	0.18473968478
575	1.14726196654e-09	0.165699915958
576	9.72131791707e-71	0.104823955033
577	5.96125537416e-18	0.162105998107
578	1.56239725353e-08	0.184345956963
579	1.83867658161e-46	0.120485926043
580	0.0100004213332	0.221165673451
581	1.01898624666e-112	0.0890074972017
582	0.00744577239702	0.199464162066
583	1.22557502712e-67	0.107920549237
584	0.00461298052886	0.204759857449
585	2.05636722332e-36	0.135547465867
586	0.00599827855789	0.211539681822
587	3.23850380454e-54	0.120706972534
588	2.44624519001e-121	0.0927386475259
589	0.000252239262483	0.203456901684
590	1.28299108872e-64	0.111728389526
591	0.0107548533136	0.196649013545
592	0.000137727333852	0.198894630616
593	3.19930140183e-101	0.0942793401816
594	2.44624519001e-121	0.0928224273641
595	4.4722747826e-122	0.0897895846854
596	3.22101386748e-143	0.0785036675532
597	4.96520774389e-56	0.125416519841
598	9.49449156782e-229	0.0553255769383
599	1.1041432202e-151	0.0721840738068
600	3.21398751172e-12	0.184912804753
601	0.00138237005084	0.209955307379
602	1.47389948845e-173	0.0661059054257
603	1.01898624666e-112	0.0963404620972
604	1.24908942677e-110	0.0915251323608
605	0.000872776821445	0.233466712616
606	0.00268918153971	0.192262903627
607	1.91219455613e-18	0.16077692221
608	1.15834376775e-68	0.110903597584
609	0.0105232256795	0.216970809526
610	9.67953161053e-40	0.137061191526
611	6.93606477787e-05	0.234691243024
612	1.22904856521e-07	0.191210360867
613	1.0740924452e-35	0.145606261593
614	2.60937400171e-138	0.0752420207499
615	1.48413097545e-10	0.245208710094
616	6.93271371568e-108	0.0819667300688
617	3.19930140183e-101	0.0905204250439
618	1.27109080773e-28	0.136236351032
619	2.8579075768e-41	0.130840381155
620	1.43907005944e-141	0.0793502961529
621	0.00159498199064	0.195863783872
622	2.94414688924e-116	0.0877490133754
623	8.20723915193e-07	0.178779128862
624	0.00881923849463	0.200861190115
625	2.98166701574e-109	0.0921464784167
626	5.11347649753e-13	0.170190849622
627	0.00461298052886	0.199785675049
628	7.84785630516e-12	0.177643742124
629	2.84526394444e-14	0.169425460589
630	2.56040375234e-86	0.109096457131
631	0.000111494023473	0.196321294248
632	5.31198222592e-11	0.239061688
633	1.17127130675e-41	0.135112278052
634	0.00647993903398	0.206436363366
635	9.10919452291e-196	0.0612282079324
636	0.010897957307	0.217054320498
637	7.16523716834e-120	0.0884500033644
638	5.4820567373e-39	0.129019373778
639	9.68619057887e-78	0.110016209185
640	7.15302184129e-168	0.0660207287612
641	0.000504834939773	0.230926200587
642	3.23850380454e-54	0.124030835511
643	1.0759807632e-18	0.156139487695
644	6.68968738261e-33	0.148823253179
645	1.05970144384e-136	0.0764322283886
646	2.11708800834e-130	0.0912908117779
647	2.22518813518e-183	0.0652377618065
648	1.11129114304e-27	0.151584339989
649	4.17327543431e-81	0.102309910367
650	3.10882963565e-45	0.121412321777
651	3.65154721454e-164	0.0716130657394
652	0.00743609973648	0.207510367931
653	1.00979636274e-158	0.0713167753578
654	7.65570960112e-07	0.247141764743
655	2.02399848701e-113	0.0854322328877
656	1.88278862173e-11	0.164481022487
657	1.32015545097e-192	0.0589690669178
658	0.0105232256795	0.207423257931
659	1.24908942677e-110	0.0879211895637
660	1.44732955752e-21	0.155580795682
661	0.000442310636376	0.198015508632
662	6.67455786156e-136	0.0799862969835
663	8.15001611761e-13	0.160217434837
664	1.86160896241e-95	0.0933234416658
665	0.00183116435173	0.201839209863
666	4.56513840424e-05	0.194583038711
667	9.87213499376e-92	0.0853098068554
668	0.00593907909675	0.222393311533
669	1.07440224258e-215	0.0539550199033
670	0.00450321269903	0.222047399485
671	5.96125537416e-18	0.161780762232
672	2.8579075768e-41	0.130644094421
673	0.00183116435173	0.201749386204
674	0.00183116435173	0.193385800338
675	6.93606477787e-05	0.247465234962
676	9.68619057887e-78	0.105617009723
677	4.63535149576e-253	0.0507587344819
678	0.000415396218306	0.236780521663
679	0.000504834939773	0.221579420908
680	0.00552385408014	0.195770175504
681	2.69774017573e-21	0.153337756584
682	6.10031335871e-06	0.19139124905
683	0.000169319331207	0.206105911375
684	7.04254854186e-58	0.124975188707
685	0.00965317277479	0.204064505066
686	0.00102307129569	0.200124863835
687	7.577107631e-09	0.172642242309
688	3.15681118433e-43	0.130373184794
689	0.000137727333852	0.189461603853
690	2.99299049991e-241	0.050622571565
691	0.00119217227704	0.204979329345
692	8.8741182745e-05	0.229283320491
693	9.87213499376e-92	0.0978631414875
694	5.20742171851e-166	0.0741534368618
695	5.42564035349e-98	0.0940567975587
696	2.74920283619e-59	0.110419346258
697	0.00544723161031	0.226605701713
698	3.36280194839e-19	0.158633286048
699	1.84705813901e-74	0.107342329921
700	1.46319654061e-123	0.0776709379586
701	1.27020229994e-66	0.108028892621
702	1.55357587674e-10	0.172774217948
703	1.22557502712e-67	0.114827705979
704	8.49767042056e-24	0.141472036338
705	8.93748628858e-37	0.138823421403
706	0.0107548533136	0.215627072146
707	4.03980585599e-40	0.135269630847
708	1.47646090248e-51	0.119139764235
709	1.73270735028e-05	0.184994320962
710	3.19930140183e-101	0.0942964111467
711	6.68968738261e-33	0.143449164785
712	3.23711024981e-70	0.112953137465
713	2.33810110508e-10	0.175371120433
714	0.00252478886403	0.225472094939
715	2.93023892604e-29	0.139537800029
716	0.0107286985753	0.206891483758
717	1.2645013512e-43	0.141393140112
718	1.68857267715e-09	0.181245866343
719	4.76068335318e-144	0.0763681950055
720	1.39768855727e-29	0.136596301394
721	0.00286836851801	0.231862397731
722	3.79999212455e-15	0.171095800206
723	0.0108795410427	0.203354917447
724	6.0282904051e-19	0.150940121619
725	8.49767042056e-24	0.149611124966
726	0.00839521283395	0.218579968039
727	2.2359066815e-182	0.0635613868682
728	3.19425656341e-13	0.16465445431
729	0.000872776821445	0.238552515087
730	5.11347649753e-13	0.153572009634
731	1.56434530432e-102	0.0888931619056
732	0.0014271718793	0.219587878489
733	6.55904124353e-87	0.100327828471
734	8.98267830356e-05	0.190145207297
735	5.96125537416e-18	0.158052188079
736	0.000275964466244	0.239767257656
737	6.76844977412e-11	0.174867340481
738	0.00884477191183	0.21759559241
739	4.89429790316e-264	0.0515865752389
740	1.37558327378e-05	0.247868011233
741	2.05564217724e-178	0.0655429140665
742	2.05573552845e-57	0.114425902723
743	4.0851938712e-06	0.239230479091
